0.36,ID_Ballast,12.48
0.36,ID_Ballast,0.00,10.19,0.00
0.40,ID_Ballast,12.48
0.40,ID_Ballast,0.00,9.79,0.00
0.44,ID_Ballast,12.48
0.44,ID_Ballast,0.00,9.34,0.00
0.48,ID_Ballast,12.48
0.48,ID_Ballast,0.00,8.83,0.00
0.52,ID_Ballast,12.48
0.52,ID_Ballast,0.00,8.27,0.00
0.56,ID_Ballast,12.48
0.56,ID_Ballast,0.00,7.66,0.00
0.60,ID_Ballast,14.97
0.60,ID_Ballast,0.00,7.00,0.00
0.64,ID_Ballast,18.95
0.64,ID_Ballast,0.00,6.29,0.00
0.68,ID_Ballast,22.94
0.68,ID_Ballast,0.00,5.94,0.02
0.72,ID_Ballast,0.00,5.94,0.10
0.76,ID_Ballast,30.91
0.76,ID_Ballast,0.01,5.89,0.20
0.80,ID_Ballast,34.90
0.80,ID_Ballast,0.01,5.82,0.27
0.84,ID_Ballast,38.89
0.84,ID_Ballast,0.00,5.75,0.26
0.88,ID_Ballast,42.87
0.88,ID_Ballast,0.00,5.77,0.33
0.92,ID_Ballast,46.86
0.92,ID_Ballast,0.01,5.78,0.38
0.96,ID_Ballast,50.85
0.96,ID_Ballast,0.02,5.78,0.42
1.00,ID_Ballast,54.83
1.00,ID_Ballast,0.03,5.78,0.46
1.04,ID_Ballast,58.82
1.04,ID_Ballast,0.03,5.77,0.48
1.08,ID_Ballast,62.81
1.08,ID_Ballast,0.03,5.75,0.49
1.12,ID_Ballast,66.79
1.12,ID_Ballast,0.03,5.73,0.50
1.16,ID_Ballast,70.78
1.16,ID_Ballast,0.03,5.71,0.51
1.20,ID_Ballast,74.77
1.20,ID_Ballast,0.04,5.70,0.51
1.24,ID_Ballast,78.75
1.24,ID_Ballast,0.04,5.69,0.51
1.28,ID_Ballast,82.74
1.28,ID_Ballast,0.04,5.69,0.51
1.32,ID_Ballast,86.73
1.32,ID_Ballast,0.04,5.70,0.50
1.36,ID_Ballast,90.71
1.36,ID_Ballast,0.04,5.70,0.50
1.40,ID_Ballast,94.70
1.40,ID_Ballast,0.04,5.71,0.49
1.44,ID_Ballast,98.69
1.44,ID_Ballast,0.03,5.70,0.49
1.48,ID_Ballast,102.67
